size_bytes,price,rating_count_tot,rating_count_ver,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic,user_rating_label
336831488,0.0,10939,92,4.5,647,2,15,37,5,33,1,0
221737984,0.0,2057,109,4.5,793,0,7,40,5,1,1,0
323411968,0.0,24430,357,4.5,647,2,15,37,5,33,1,0
265569280,23.99,5,0,0.0,767,2,16,37,5,2,1,0
373793792,0.0,3936,3,3.5,1283,2,7,38,5,1,1,0
49837056,0.0,3779,14,4.5,1521,2,8,37,0,9,1,0
15577088,0.0,0,0,0.0,881,2,6,38,0,2,1,1
124726272,0.0,29078,6,4.0,1573,0,14,37,5,21,1,0
114876416,4.99,2433,10,4.5,424,2,14,37,0,1,1,0
109892608,0.0,2369,11,5.0,975,1,4,37,4,8,1,0
3923968,0.99,206,15,4.5,317,2,14,37,0,1,1,0
8620032,3.99,105,28,4.5,1010,2,19,38,5,1,1,0
75834368,2.99,2319,40,4.0,656,2,8,37,5,2,1,0
98576384,0.0,11174,0,0.0,858,0,14,37,5,16,1,0
32718397,0.99,13,2,3.5,114,2,7,43,5,1,1,2
142116864,0.0,1,1,5.0,1485,1,4,38,0,2,1,0
116443136,0.0,11040,644,4.5,1283,2,15,37,5,11,1,0
229460992,0.0,1191,572,4.5,939,2,7,40,3,1,1,0
53601280,0.0,2431,14,4.5,894,0,19,37,4,1,1,0
6660096,0.0,1,1,1.0,325,2,6,37,1,1,1,1
76704768,4.99,50,0,0.0,720,2,8,37,5,11,1,0
141524992,1.99,181,3,3.5,234,2,7,37,5,5,1,0
27372544,0.0,687,19,2.5,712,2,17,37,0,6,1,2
42894336,0.0,1356,73,2.5,735,2,6,38,0,1,1,2
83660800,2.99,421,174,4.5,45,3,7,43,5,2,1,0
34163712,0.0,0,0,0.0,519,1,4,40,0,1,1,1
74738688,0.0,27421,2544,4.5,482,2,8,38,0,12,1,0
121733120,4.99,2145,189,4.5,329,0,7,39,5,7,1,0
22910976,3.99,7,0,0.0,695,2,3,37,5,1,1,0
47202304,1.99,26,3,1.0,114,3,7,40,5,1,1,2
65385472,0.0,754,21,4.0,1401,0,7,40,5,3,1,0
28262400,0.99,56,17,4.0,766,2,7,43,4,16,1,0
16686080,0.0,25193,245,5.0,1316,1,11,37,5,2,1,0
72076288,0.0,97,0,0.0,1241,1,17,38,0,2,1,0
47350282,0.99,3,3,3.5,30,2,7,43,5,12,1,0
76482560,8.99,10534,20,5.0,975,2,3,37,4,1,1,0
7669760,2.99,11322,10,4.5,1255,3,15,37,0,1,1,0
9756672,2.99,307,152,4.5,609,2,15,40,5,6,1,0
161335296,0.0,2082,12,5.0,1337,2,14,37,0,6,1,0
33414144,0.0,0,0,0.0,475,2,4,37,0,1,1,1
51642368,0.0,90355,150,1.5,1338,2,14,37,0,25,1,0
92662784,0.99,2505,0,0.0,837,2,7,37,5,1,1,0
15023104,1.99,130,10,1.5,251,2,15,37,0,1,1,2
131316736,24.99,1,1,1.0,876,0,10,38,5,2,1,1
6323200,3.99,525,140,4.5,828,2,21,38,5,1,1,0
68932608,1.99,1941,154,4.5,1013,2,7,43,1,1,1,0
256817152,0.99,2232,70,3.5,345,0,7,40,5,5,1,0
24890368,0.0,66002,3238,4.5,888,2,7,37,4,18,1,0
213117952,0.0,198,2,1.0,1264,1,17,24,5,2,1,0
308125696,1.99,104,54,4.0,381,2,7,43,5,3,1,0
186056704,0.0,14,0,0.0,1455,1,5,37,5,2,1,0
278532096,0.0,41428,20,4.5,689,3,7,24,5,14,1,0
89981952,1.99,3025,275,4.5,381,3,7,40,2,1,1,0
240980992,4.99,96,0,0.0,609,0,7,37,5,1,1,2
118532096,0.0,2,2,2.5,1461,0,7,37,5,1,1,2
135656448,0.99,0,0,0.0,772,2,12,37,0,1,1,1
123812864,0.0,5230,73,4.5,975,2,7,38,5,11,1,0
131642368,0.0,80308,489,4.5,1461,0,7,37,5,1,1,0
87406592,0.99,2298,63,4.5,454,3,7,40,2,1,1,0
218399744,1.99,14912,151,4.0,431,3,7,40,5,10,1,0
130438144,0.0,78,6,4.0,1461,2,7,37,5,1,1,0
39256064,9.99,166,16,5.0,731,2,14,37,5,6,1,0
552239104,3.99,0,0,0.0,522,2,3,37,5,1,1,1
38045696,0.0,13237,102,3.5,933,2,4,37,4,13,1,0
147123200,0.0,464312,444,4.5,1175,3,7,38,5,16,1,0
361828352,4.99,4422,2200,4.0,209,3,7,43,5,8,1,0
843794432,19.99,2747,183,5.0,1218,0,10,37,5,1,1,0
15147008,0.99,53,42,4.5,126,2,8,40,0,25,1,0
35823616,0.0,1205,2,5.0,892,2,4,37,2,2,1,2
70336512,0.0,198050,94315,4.5,475,2,7,43,5,1,1,0
98507776,0.0,267394,1763,4.5,1337,3,7,37,5,6,1,0
71242752,0.0,0,0,0.0,867,2,17,38,0,2,1,1
34690172,0.99,10477,10477,4.5,29,1,7,43,0,1,1,0
20610048,3.99,594,68,5.0,1176,2,14,37,5,19,1,0
292712448,1.99,6419,531,5.0,482,3,7,40,0,1,1,0
438824960,2.99,11447,726,5.0,482,3,7,24,5,1,1,0
1080938496,0.0,43770,722,4.5,610,2,7,38,5,5,1,0
394020864,0.0,6009,16,4.0,666,2,4,37,5,2,1,0
16607232,0.99,34,2,5.0,192,2,8,37,0,2,1,0
23047168,0.0,445,12,5.0,192,2,8,37,0,2,1,0
133768192,0.0,9875,33,4.0,437,2,7,37,5,9,1,0
88886272,0.0,4818,53,4.5,831,2,14,25,5,3,1,0
67586048,0.0,53,1,5.0,1341,2,17,37,4,15,1,2
89138176,0.0,8014,59,5.0,686,1,19,37,5,1,1,0
20853760,2.99,322,13,5.0,783,2,3,37,5,1,1,0
209825792,0.0,5237,129,4.5,404,0,7,38,5,1,1,0
82397184,2.99,1044,1,5.0,1024,2,7,37,4,1,1,0
543456256,9.99,0,0,0.0,522,2,3,37,5,1,1,1
76558336,0.0,440,23,4.0,1153,2,3,38,5,1,1,0
91323392,0.0,9,1,3.0,1166,1,5,37,0,1,1,0
43646976,0.99,570,5,4.0,126,2,7,37,0,16,1,0
126216192,0.0,186089,1010,4.5,751,2,7,37,5,1,1,0
8078336,2.99,411,11,4.5,430,2,4,40,2,15,1,2
161118208,4.99,6891,34,4.0,888,2,7,37,5,1,1,0
49524736,2.99,9095,3789,4.5,325,0,7,43,5,1,1,0
84934656,0.99,10604,3488,4.5,230,2,7,43,5,11,1,0
78570496,0.0,12402,338,4.0,187,1,17,24,5,2,1,0
63549440,0.99,4251,786,4.5,746,2,14,38,5,1,1,0
97505280,0.0,126233,22200,4.5,346,2,7,40,5,9,1,0
48369664,1.99,2972,1160,4.0,126,2,7,43,5,9,1,0
339898368,0.0,55548,97,3.5,1366,2,7,38,5,8,1,0
48181248,2.99,418,52,4.5,329,0,7,39,0,6,1,0
32999424,0.99,19,5,2.0,349,1,6,38,3,1,1,2
34903040,4.99,53,2,3.0,1362,2,3,24,3,10,1,2
112133120,0.0,2555,332,4.5,243,3,7,38,5,2,1,0
67679232,2.99,50,9,2.5,422,0,19,43,2,1,1,0
124666880,0.0,141634,1655,4.0,748,1,7,38,5,12,1,0
61157376,3.99,7643,110,4.5,789,2,14,38,0,12,1,0
141391872,0.0,22079,193,4.0,115,2,7,43,4,1,1,0
135512064,0.0,10514,86,5.0,1068,3,7,38,5,2,1,0
215833600,1.99,38,1,1.0,1209,2,7,40,5,10,1,0
24502272,1.99,2374,464,4.5,731,2,7,43,5,1,1,0
120056832,0.0,39501,4851,4.5,935,2,14,37,5,18,1,0
262421504,0.0,187579,286,4.5,814,2,7,38,4,14,1,0
61128704,0.0,138,0,0.0,1230,2,15,24,3,1,1,0
128262144,2.99,8249,18,4.5,312,2,7,37,5,1,1,0
42917888,0.0,17254,237,4.5,1279,3,7,40,5,3,1,0
67177472,0.99,9003,1038,4.5,382,2,7,40,0,10,1,0
118273024,0.99,4294,829,4.5,382,2,7,24,5,10,1,0
138589184,2.99,342,24,4.5,430,2,3,40,4,19,1,0
5292032,0.0,12,0,0.0,40,2,22,38,0,1,1,0
167030784,14.99,1808,212,5.0,130,3,7,43,5,12,1,0
170882048,1.99,964,3,5.0,1118,2,9,37,0,32,1,0
65107968,2.99,1,1,1.0,1220,2,3,38,5,1,1,1
902940672,2.99,0,0,0.0,871,2,3,38,5,1,1,1
33418240,2.99,35109,26,2.0,884,2,7,37,5,1,1,0
3013255168,0.99,37673,9983,4.5,352,0,7,40,5,18,1,0
211591168,0.99,0,0,0.0,114,2,16,40,4,1,1,1
1777940480,0.0,188568,2850,4.5,863,0,7,37,5,15,1,0
1223352320,4.99,903,12,4.0,609,2,4,38,5,5,1,0
235831296,0.99,1257,2,4.5,782,2,7,37,5,1,1,0
2469642240,9.99,8767,965,4.5,255,0,7,40,5,5,1,0
376676352,0.0,2196,63,4.5,1084,2,3,37,5,8,1,0
68850688,0.0,25,1,1.0,890,2,22,37,5,30,1,2
11411456,0.0,431,326,5.0,298,2,2,38,5,1,1,0
95378432,0.0,16221,262,5.0,1032,2,14,38,5,4,1,0
51575808,0.0,1193,38,3.5,430,3,4,37,3,8,1,0
140902400,1.99,57878,6343,5.0,1337,2,14,37,5,8,1,0
53620736,0.99,1766,397,4.5,301,2,7,43,5,30,1,0
108208128,4.99,0,0,0.0,118,2,7,38,5,1,1,1
502828032,0.0,116620,6593,4.5,795,2,7,38,4,8,1,0
103088128,0.99,567,312,4.5,647,0,7,40,5,1,1,0
2039808,1.99,230,141,4.5,783,2,14,38,5,1,1,0
117678080,0.0,4057,111,4.0,923,2,3,37,5,3,1,0
13448192,0.0,6,0,0.0,319,2,9,24,4,1,1,0
52002816,5.99,1478,253,4.5,463,2,14,38,5,12,1,0
112607232,0.0,13142,77,4.0,791,2,7,43,5,8,1,0
149581824,3.99,15398,2492,4.0,871,3,7,43,4,7,1,0
112668672,0.0,75034,66,4.0,885,2,7,38,5,6,1,0
102477824,0.0,16,0,0.0,1280,1,3,38,1,2,1,0
44564480,0.0,8,1,4.0,1539,2,8,37,5,1,1,0
40026112,0.0,0,0,0.0,259,2,9,38,0,1,1,1
243441664,0.0,2500,162,4.5,80,2,7,38,5,1,1,0
97549312,0.99,864,0,0.0,697,2,4,37,5,13,1,0
76257280,0.0,10511,2201,4.5,1165,2,14,37,5,9,1,0
128229376,0.0,7503,334,5.0,1388,2,14,37,0,9,1,0
70040576,4.99,0,0,0.0,801,2,3,37,5,2,1,1
55344128,3.99,19784,1086,4.5,297,3,7,43,5,1,1,0
81372160,0.0,8311,101,4.5,751,2,4,38,5,13,1,0
154353664,2.99,527,17,4.5,405,2,3,40,5,19,1,0
90467328,0.99,9567,356,4.5,1031,0,7,37,5,2,1,0
187049984,0.0,2758,53,3.5,815,3,7,37,5,1,1,0
58659840,2.99,41,6,4.5,1377,2,1,37,5,29,1,0
107245568,0.0,67861,173,4.5,1138,3,7,40,5,1,1,0
130893824,1.99,2846,89,2.5,235,3,7,38,0,11,1,0
2405958656,0.0,34694,50,4.0,1513,0,7,40,5,12,1,0
83931136,1.99,266440,6263,4.5,665,2,7,37,4,1,1,0
438601728,4.99,105,37,4.5,236,0,7,40,5,1,1,0
5907456,2.99,14,2,1.5,865,2,15,24,3,1,1,2
31798272,0.0,2485,2112,5.0,1055,2,7,37,5,1,1,0
71026688,0.0,68,6,3.5,1016,0,4,37,5,2,1,2
36395008,2.99,261,21,3.5,832,2,8,38,0,1,1,0
232590336,0.0,100035,195,3.5,1218,2,7,37,5,1,1,0
118618112,1.99,24530,3551,4.5,727,2,14,38,5,5,1,0
170172416,4.99,662,22,3.5,407,0,7,38,5,1,1,0
270895104,4.99,308,10,5.0,308,0,7,38,5,1,1,0
30252032,0.0,172,4,3.0,628,2,13,37,5,1,1,2
17430528,0.0,900,5,4.0,70,2,7,37,4,1,1,0
52387840,0.0,2199,554,4.0,381,2,7,43,5,1,1,0
123047936,0.0,112603,537,4.5,168,2,22,37,5,39,1,0
37103616,1.99,1490,3,4.5,1384,0,7,37,5,1,1,0
50511872,1.99,24,1,5.0,345,1,21,37,5,1,1,0
42598400,3.99,349,94,4.5,871,2,3,38,5,6,1,0
5627904,4.99,3,3,2.0,234,2,3,43,0,1,1,2
153100288,2.99,3473,619,4.0,134,0,7,43,5,1,1,0
99851264,0.0,70,11,1.5,1000,2,19,37,0,17,1,2
112562176,0.0,11900,7,4.0,731,2,7,37,5,1,1,0
717484032,2.99,408,356,4.0,98,0,7,40,4,1,1,0
95661056,0.0,48032,899,4.0,1038,2,7,40,3,1,1,0
52653056,0.0,1214,68,4.0,746,2,7,38,5,25,1,0
27680768,0.0,612,12,3.5,1267,2,11,38,0,8,1,2
9931776,0.0,6,1,5.0,130,2,7,40,3,2,1,0
288161792,0.99,263,94,3.0,300,2,7,43,5,2,1,0
131477504,0.0,122868,176,4.0,994,2,7,37,5,11,1,0
1654582272,4.99,6764,105,4.5,75,1,7,37,5,5,1,0
2272493568,9.99,373,134,4.0,298,0,7,43,5,1,1,0
384600064,6.99,516,8,4.5,314,2,7,40,5,5,1,0
18964480,1.99,2152,241,5.0,1335,2,16,37,0,3,1,0
87994368,2.99,14407,207,4.5,1023,2,7,37,5,14,1,0
36301824,0.0,323,8,2.0,354,2,7,37,5,5,1,2
30717952,0.99,1338,202,4.5,676,2,14,37,5,1,1,0
408755200,0.0,3278,39,3.0,1059,2,7,37,5,1,1,2
2213945344,2.99,425,316,4.5,298,2,7,40,5,1,1,0
128416768,0.0,804,0,0.0,1337,1,8,38,0,2,1,0
74799104,0.0,416,11,4.5,505,0,7,37,0,18,1,0
129157120,0.0,417,8,5.0,1375,2,3,37,5,24,1,0
206322688,3.99,953,202,4.5,1355,2,4,37,5,1,1,0
113509376,0.0,134080,451,5.0,1220,0,7,37,5,1,1,0
346927104,2.99,452,340,4.5,114,3,7,40,5,1,1,0
83949568,0.0,20383,138,4.5,702,2,3,37,5,24,1,0
110701568,0.0,6407,267,4.5,1362,2,8,37,0,10,1,0
110566400,1.99,304,18,3.5,1364,2,8,37,0,10,1,0
102875136,0.0,0,0,0.0,1366,2,5,37,0,2,1,1
119598080,2.99,1690,112,4.5,1267,3,8,38,5,4,1,0
130174976,1.99,252,123,4.5,300,2,7,38,5,1,1,0
34791424,0.0,19,0,0.0,1328,0,17,38,5,2,1,0
175876096,0.0,80801,953,4.5,1189,2,7,38,5,14,1,0
470513664,3.99,0,0,0.0,381,2,3,40,5,1,1,1
181628928,0.0,22302,221,4.0,383,2,7,37,5,11,1,0
17518592,3.99,0,0,0.0,1528,0,7,37,0,2,1,1
695918592,0.99,1522,277,4.0,479,3,7,36,5,1,1,0
842893312,0.0,151559,866,4.5,696,0,7,40,5,1,1,0
1744486400,0.0,301182,3493,4.5,564,0,7,38,5,1,1,0
34959360,0.0,762,7,4.5,1336,2,16,37,5,1,1,0
82531328,0.0,14402,104,4.5,908,2,18,37,0,4,1,0
126036992,4.99,98036,11022,4.5,239,3,7,37,5,5,1,0
130421760,2.99,261,84,4.5,230,2,7,37,5,10,1,0
52312064,4.99,537,2,5.0,1519,2,14,37,5,10,1,0
168208384,2.99,1617,50,4.5,647,2,3,38,5,1,1,0
321802240,3.99,1286,289,3.0,114,2,4,40,5,1,1,0
16596992,0.99,9,9,4.0,298,1,4,43,5,2,1,0
28557312,0.99,144,62,5.0,381,2,7,40,5,16,1,0
198511616,0.0,11505,67,4.5,585,2,15,37,5,15,1,0
40071168,0.0,15053,1032,4.0,942,0,11,37,0,3,1,0
112109568,0.0,94,13,4.5,1293,1,4,24,5,2,1,2
499580928,0.0,75793,953,3.5,789,2,7,37,5,10,1,0
86220800,0.0,40227,2371,4.5,254,0,7,24,5,2,1,0
54294528,2.99,64,10,3.5,275,2,3,43,5,0,1,0
94750720,0.0,36404,0,0.0,582,2,18,37,5,34,1,0
118291456,0.0,10,0,0.0,1392,2,7,37,5,22,1,2
63271936,0.0,412,22,3.5,962,2,8,23,0,1,1,2
41422848,9.99,135,36,5.0,862,2,11,24,5,1,1,0
128413696,0.99,220,20,4.5,888,2,11,37,5,5,1,0
133537792,5.99,5,0,0.0,1023,2,3,37,5,1,1,0
25072640,4.99,263,101,4.5,624,2,12,37,0,9,1,0
186402816,2.99,14,1,4.0,1064,2,0,40,5,2,1,0
927440896,2.99,168,162,4.0,987,2,7,43,4,1,1,0
104749056,0.0,6482,409,4.5,594,2,15,37,5,1,1,0
112141312,0.0,6970,93,4.5,989,2,7,37,5,1,1,0
126050304,0.0,53415,2938,4.5,484,1,7,37,5,1,1,0
112843776,4.99,9731,1840,4.5,659,2,14,38,5,1,1,0
9694208,0.99,165,21,4.5,419,2,5,38,0,4,1,0
144809984,3.99,597,289,4.5,109,0,7,40,5,7,1,0
226834432,0.0,33724,64,4.5,483,2,7,37,5,1,1,0
138738688,0.0,21601,14,3.5,915,2,7,38,5,19,1,0
85273600,0.0,5233,0,0.0,1179,0,13,37,5,3,1,0
191706112,6.99,608,96,5.0,647,1,7,40,5,10,1,0
555233280,4.99,852,852,3.5,29,3,7,35,5,6,1,0
24403968,0.99,2,2,3.5,114,2,3,26,4,16,1,0
94908416,0.0,111,12,3.5,415,2,9,37,1,1,1,2
18268160,1.99,306,79,4.0,865,2,14,40,5,1,1,0
85420032,0.0,7427,693,3.5,1165,2,9,37,4,8,1,0
103740416,0.0,741,161,4.5,991,2,7,37,5,15,1,0
563081216,6.99,1772,545,4.5,254,3,7,43,5,1,1,0
106000384,0.0,542,366,4.0,1414,1,18,24,3,1,1,0
38466560,0.0,60601,5645,4.5,75,1,7,38,5,1,1,0
11747328,4.99,818,180,4.0,672,2,14,38,5,11,1,0
915262464,5.99,438,3,4.5,1281,2,0,37,5,1,1,0
138967040,2.99,218,12,4.0,298,2,3,40,5,18,1,0
23582720,1.99,330,30,3.0,1078,0,22,37,2,1,1,2
59233280,2.99,581,8,5.0,940,2,22,37,5,14,1,0
77472768,5.99,1034,8,2.5,848,2,5,37,1,1,1,0
449130496,0.0,4475,177,4.0,629,2,7,40,5,1,1,0
110870528,0.99,945,95,5.0,1195,1,7,40,5,1,1,0
142803968,0.0,6808,9,4.0,1228,2,8,37,5,8,1,0
183631872,0.0,325,16,4.0,919,2,4,38,5,1,1,0
78813184,9.99,521,35,4.5,1059,2,20,37,5,1,1,0
125425664,2.99,181,32,4.5,706,2,14,37,0,9,1,0
335650816,0.0,6055,34,4.0,1098,2,7,24,5,20,1,0
41937920,2.99,169,57,4.5,382,0,7,38,5,1,1,0
11819008,0.0,11976,172,4.5,1000,2,18,37,0,1,1,0
21944320,0.0,128,74,5.0,1462,2,20,38,5,2,1,0
265484288,0.0,393469,34,3.5,759,2,7,37,5,26,1,0
395522048,0.99,2470,984,4.0,100,2,7,36,5,18,1,0
53260288,0.0,5030,1014,4.0,230,2,7,43,5,1,1,0
87713792,2.99,5102,114,4.0,70,2,3,40,5,18,1,0
30641152,2.99,47,2,4.0,162,2,7,40,3,1,1,0
67786752,0.0,23160,44,4.5,778,2,7,37,5,7,1,0
94605312,2.99,1875,176,4.5,933,2,8,37,4,14,1,0
146871296,0.0,146,24,1.5,1061,2,19,24,4,1,1,2
222722048,0.0,2177,0,0.0,1373,3,14,37,0,30,1,0
143166464,0.0,0,0,0.0,1113,1,9,37,0,1,1,1
51133440,3.99,1189,11,3.5,888,2,8,37,5,6,1,0
170844160,0.0,111579,365,5.0,1254,3,7,38,5,12,1,0
44654592,0.0,18072,129,4.0,767,2,7,40,1,1,1,0
19279872,1.99,155,71,4.0,301,2,15,37,5,2,1,0
103856128,0.0,1722,18,4.0,1195,2,8,37,5,8,1,0
62558208,2.99,2122,129,4.5,382,0,7,43,5,16,1,0
1790959616,6.99,9097,2662,4.5,346,1,7,39,5,5,1,0
1015242752,3.99,5513,665,4.5,726,1,7,39,5,1,1,0
43640832,19.99,559,15,4.5,1154,2,15,37,5,11,1,0
51890176,2.99,184,17,4.5,1013,1,15,40,5,54,1,0
60375040,0.99,726,52,4.5,300,3,7,43,0,1,1,0
1271361536,0.0,45270,763,4.0,766,1,7,37,5,15,1,0
49221632,2.99,348,35,3.5,390,0,7,43,5,1,1,0
170045440,2.99,226,96,4.0,110,2,7,43,5,1,1,0
135050240,4.99,15030,319,4.5,124,0,7,37,5,13,1,0
182361088,0.0,155903,713,4.5,1370,0,7,38,5,1,1,0
103040000,0.0,13436,39,4.5,995,0,8,37,0,15,1,0
76668928,0.99,303,40,5.0,862,2,8,38,5,26,1,0
190652416,6.99,78,30,5.0,230,3,7,24,5,1,1,0
255747072,0.0,123859,1174,4.5,1084,2,7,38,5,13,1,0
55465984,2.99,108,9,4.5,420,2,7,43,5,1,1,0
40534016,0.0,9,0,0.0,398,0,7,40,0,1,1,0
146302976,2.99,5078,761,4.5,389,2,7,38,5,13,1,0
110575616,0.0,142,0,0.0,364,2,19,37,4,1,1,2
64293888,0.0,218024,1734,4.5,609,2,7,40,5,16,1,0
313371648,2.99,452,40,4.0,725,2,4,38,5,3,1,0
61737984,0.0,0,0,0.0,755,1,13,37,0,2,1,1
56049664,1.99,289,46,4.0,609,2,7,43,2,1,1,0
253294592,0.0,29090,23,4.0,1228,0,7,37,5,11,1,0
189254656,2.99,386,28,4.0,765,2,14,37,5,12,1,0
935366656,0.0,41277,220,4.5,1049,3,7,38,5,10,1,0
79953920,2.99,477,6,3.5,345,2,3,38,5,16,1,0
49570816,0.0,14682,0,0.0,769,2,17,37,3,1,1,0
15432704,0.99,294,6,3.0,419,0,15,38,5,30,1,0
42519552,9.99,0,0,0.0,654,2,3,37,5,1,1,1
33111040,0.0,77,5,2.0,455,1,13,24,4,2,1,0
69730304,2.99,195,79,3.5,126,0,7,43,5,2,1,0
200338432,0.0,1458,914,4.5,1351,2,4,37,5,1,1,0
802537472,0.99,3525,970,4.5,301,3,7,40,5,13,1,0
74008576,0.0,22,0,0.0,1122,2,20,37,5,31,1,0
45628416,0.0,7,0,0.0,624,2,3,37,0,2,1,0
51005440,1.99,9035,72,5.0,746,2,4,37,4,11,1,0
59541504,1.99,3311,380,4.5,301,2,7,40,5,1,1,0
72475648,0.99,26,6,3.5,725,0,7,40,5,2,1,0
59232256,0.0,1525,352,5.0,919,2,21,37,5,31,1,0
25284608,2.99,1436,155,4.5,409,2,7,43,5,1,1,0
78278656,3.99,1622,236,4.5,871,3,7,38,3,1,1,0
341276672,0.99,702,38,4.0,67,0,7,38,5,11,1,0
25169920,0.0,897,553,3.5,114,0,7,43,5,16,1,0
25640960,0.0,689,102,2.5,733,2,14,38,5,20,1,2
45851648,0.0,248,2,4.5,935,2,3,37,5,6,1,0
181924864,0.0,39217,1947,4.5,648,2,7,38,5,12,1,0
1497927680,4.99,2054,2054,4.5,29,3,7,40,5,1,1,0
78533632,0.0,5684,33,5.0,677,2,9,37,5,5,1,0
91312128,0.99,5305,632,4.5,638,3,7,40,5,6,1,0
24664064,2.99,362,1,5.0,1174,2,8,37,0,1,1,0
185886720,0.0,0,0,0.0,783,2,20,37,3,1,1,1
113300480,0.0,4861,19,4.5,1483,2,17,37,5,1,1,0
99328000,2.99,1033,54,4.5,1301,2,21,40,1,12,1,0
889060352,4.99,3376,336,4.5,301,0,7,43,5,1,1,0
187350016,0.0,1274,0,0.0,1095,2,14,37,4,10,1,0
460077056,1.99,36809,2858,5.0,67,3,7,39,4,1,1,0
51470336,1.99,1702,127,4.0,862,2,21,38,5,9,1,0
220386304,0.0,107916,507,3.0,952,3,7,37,5,29,1,0
177529856,1.99,2971,1,5.0,711,2,14,38,5,24,1,0
165612544,0.0,15399,613,4.5,240,2,7,40,5,1,1,0
14665728,5.99,3610,724,4.5,697,2,14,38,5,1,1,0
29184000,0.0,1,1,4.0,1025,2,6,38,0,1,1,0
128899072,0.0,41,0,0.0,1002,2,17,37,0,1,1,0
181036032,2.99,9,0,0.0,1335,2,4,40,5,1,1,0
298639360,2.99,273,55,3.5,413,2,0,39,5,20,1,0
119949312,4.99,4511,111,4.5,823,2,11,24,5,7,1,0
76720128,1.99,3431,93,4.0,823,2,11,37,0,7,1,0
87296000,0.0,488,5,4.0,609,0,7,38,5,1,1,0
22989824,4.99,150,21,3.5,1186,2,21,38,5,2,1,2
105250816,4.99,238,12,4.5,411,0,7,38,5,1,1,0
31154176,6.99,530,526,4.0,345,1,14,43,5,28,1,0
17336320,0.99,259,8,5.0,634,2,18,38,5,2,1,0
25294848,0.99,299,18,5.0,230,2,7,40,0,12,1,0
1182578688,0.0,23779,128,4.0,766,3,7,38,5,32,1,0
198499328,4.99,1761,13,5.0,585,2,15,37,5,15,1,0
225522688,0.0,0,0,0.0,669,0,16,37,4,2,1,1
3671040,2.99,409,46,3.5,130,3,7,37,3,2,1,0
153955328,0.0,241929,2013,4.5,1048,3,7,38,5,4,1,0
33232896,0.0,0,0,0.0,1144,1,9,37,0,19,1,1
97841152,2.99,1501,60,4.5,888,0,6,37,5,1,1,0
250150912,0.0,53285,623,4.5,326,1,7,40,5,1,1,0
1978368,0.0,0,0,0.0,115,3,4,40,0,2,1,1
35266560,1.99,6696,5031,4.0,246,2,9,40,0,10,1,0
167804928,0.0,9930,53,4.0,1003,0,7,38,5,1,1,0
363242496,0.99,317,12,4.0,298,2,7,37,5,4,1,0
896147456,2.99,0,0,0.0,105,2,7,43,4,1,1,1
12126208,4.99,1476,666,4.5,1215,2,21,38,3,9,1,0
88988672,0.0,668,0,0.0,1247,2,3,37,5,1,1,2
16912384,0.99,5,1,3.0,782,2,14,40,5,2,1,0
34455552,0.0,0,0,0.0,697,0,4,38,0,2,1,1
1995877376,20.99,0,0,0.0,115,2,12,24,5,2,1,1
906462208,0.0,64586,330,4.5,889,0,7,38,5,15,1,0
172608512,14.99,896,10,4.5,1269,2,1,37,5,10,1,0
46197760,0.0,5222,199,4.5,1242,2,4,37,5,1,1,0
33662976,0.0,58,0,0.0,765,2,14,37,0,4,1,2
93094912,1.99,10239,93,4.0,871,2,7,38,5,9,1,0
95670272,2.99,352,223,4.5,454,2,3,40,5,21,1,0
16485376,2.99,613,38,4.0,254,2,14,37,4,1,1,0
227790848,0.0,2641,22,4.0,1393,0,19,37,5,1,1,0
240198656,0.0,81648,9,5.0,491,2,7,38,5,8,1,0
102137856,2.99,4137,2391,4.5,381,2,8,40,0,17,1,0
15210496,0.0,599,236,4.5,383,2,14,37,0,1,1,0
112906240,0.99,6,0,0.0,544,2,3,40,0,4,1,0
851309568,3.99,2036,243,4.5,230,0,7,38,5,1,1,0
79237120,0.99,2817,475,4.5,80,0,7,38,5,13,1,0
199843840,0.99,598,115,4.5,659,3,7,39,5,10,1,0
958016512,0.0,5526,816,4.5,349,0,7,37,5,14,1,0
143726592,0.0,9303,101,2.5,277,0,4,37,5,55,1,0
910774272,0.0,27738,14077,4.5,234,3,7,39,5,1,1,0
141105152,1.99,12376,162,4.5,422,2,7,40,5,10,1,0
73767936,1.99,511,9,4.0,533,2,7,40,5,6,1,0
56918016,4.99,217,7,2.5,255,2,7,38,5,2,1,0
669071360,3.99,1922,51,4.0,865,2,3,38,5,58,1,0
193986560,2.99,1582,61,4.5,890,2,4,43,4,18,1,0
101036032,0.0,0,0,0.0,1458,2,9,37,5,2,1,1
42368000,0.0,4640,1192,4.5,647,3,21,38,4,1,1,0
124966912,0.0,110062,613,4.5,802,2,7,38,5,9,1,0
132628480,0.0,4283,106,4.5,788,2,8,37,5,14,1,0
467697664,0.0,27122,0,0.0,1268,0,7,38,5,1,1,0
62374912,0.0,145,57,4.5,695,2,7,37,4,14,1,0
71896064,0.0,7573,142,4.5,1055,2,18,40,3,8,1,0
1117057024,0.0,9109,8553,4.0,609,2,7,38,5,7,1,0
59791360,0.0,78,2,5.0,866,1,21,24,5,1,1,0
285338624,4.99,501,12,4.0,795,2,8,37,4,1,1,0
